Order Number,Toothbrush Type,Order Date,Customer Age,Order Quantity,Delivery Postcode,Billing Postcode,Dispatch Status,Dispatch Date,Delivery Status,Delivery Date
BRU00007062,Toothbrush 4000,2022/12/02,19,5,al35ah,al35ah,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007382,Toothbrush 2000,2022/12/02,99,3,eh75bf,eh75bf,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007364,Toothbrush 2000,2022/12/01,85,7,bs166an,bs166an,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00006966,Toothbrush 2000,2022/12/02,52,8,hp270eh,hp270eh,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006978,Toothbrush 2000,2022/12/02,55,5,ch52jy,ch52jy,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006894,Toothbrush 2000,2022/12/01,103,6,b184qw,b184qw,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007325,Toothbrush 2000,2022/12/02,67,6,co58pz,co58pz,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007582,Toothbrush 4000,2022/12/01,16,2,cw109ll,cw109ll,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007306,Toothbrush 4000,2022/12/02,20,5,ig74ja,ig74ja,Dispatched,2022/12/03,In Transit,2022/12/03
BRU00007085,Toothbrush 2000,2022/12/02,103,3,eh47qy,eh47qy,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007183,Toothbrush 4000,2022/12/02,35,1,gu101fj,gu101fj,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007337,Toothbrush 2000,2022/12/02,88,6,e162fn,e162fn,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007608,Toothbrush 4000,2022/12/02,39,1,bd61qd,bd61qd,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007086,Toothbrush 4000,2022/12/02,22,9,bs67rb,bs67rb,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007496,Toothbrush 2000,2022/12/01,90,6,gu24ey,gu24ey,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007556,Toothbrush 4000,2022/12/01,15,1,bl31sj,bl31sj,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007032,Toothbrush 4000,2022/12/02,30,6,b128as,b128as,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007437,Toothbrush 4000,2022/12/02,38,2,eh139jr,eh139jr,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006993,Toothbrush 4000,2022/12/02,25,1,ba68ns,ba68ns,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007217,Toothbrush 4000,2022/12/02,41,7,gu254bh,gu254bh,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007396,Toothbrush 2000,2022/12/02,83,3,bn18ab,bn18ab,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007545,Toothbrush 4000,2022/12/02,27,1,g642nr,g642nr,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007620,Toothbrush 2000,2022/12/01,66,9,ex202lu,ex202lu,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007513,Toothbrush 2000,2022/12/01,81,5,ab158db,ab158db,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007221,Toothbrush 2000,2022/12/01,80,8,bs138ex,bs138ex,Dispatched,2022/12/01,Delivered,2022/12/03
BRU00006889,Toothbrush 2000,2022/12/02,78,1,ex227jj,ex227jj,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007486,Toothbrush 2000,2022/12/01,82,7,dd39js,dd39js,Dispatched,2022/12/01,Delivered,2022/12/03
BRU00007167,Toothbrush 4000,2022/12/02,35,4,gl545xh,gl545xh,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007162,Toothbrush 2000,2022/12/01,62,3,cr07hb,cr07hb,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007118,Toothbrush 2000,2022/12/01,82,6,al54eb,al54eb,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007661,Toothbrush 4000,2022/12/02,21,3,cf402eh,cf402eh,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007464,Toothbrush 2000,2022/12/01,82,1,ip242pj,ip242pj,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007573,Toothbrush 4000,2022/12/02,37,4,hp225qx,hp225qx,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007076,Toothbrush 4000,2022/12/02,19,4,bd240hr,bd240hr,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007252,Toothbrush 2000,2022/12/02,98,1,dn26ps,dn26ps,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007597,Toothbrush 4000,2022/12/02,19,5,ab106xd,ab106xd,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007003,Toothbrush 4000,2022/12/02,27,1,hp51ut,hp51ut,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00006926,Toothbrush 2000,2022/12/02,63,2,b145xw,b145xw,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007495,Toothbrush 2000,2022/12/01,81,3,ba34le,ba34le,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007135,Toothbrush 2000,2022/12/01,83,5,cv115xl,cv115xl,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00006920,Toothbrush 2000,2022/12/02,90,7,cb88uj,cb88uj,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007040,Toothbrush 2000,2022/12/02,52,6,cf425sf,cf425sf,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007159,Toothbrush 4000,2022/12/02,26,8,dh86bl,dh86bl,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007131,Toothbrush 4000,2022/12/02,28,4,b735hn,b735hn,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007599,Toothbrush 4000,2022/12/01,14,8,cv346az,cv346az,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00006907,Toothbrush 4000,2022/12/01,20,3,dh59fy,dh59fy,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007230,Toothbrush 2000,2022/12/01,76,5,dn171xp,dn171xp,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007399,Toothbrush 4000,2022/12/01,36,7,hu13sq,hu13sq,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007544,Toothbrush 4000,2022/12/02,32,1,cf300er,cf300er,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006901,Toothbrush 4000,2022/12/01,28,7,b945jf,b945jf,Dispatched,2022/12/01,Delivered,2022/12/03
BRU00006929,Toothbrush 2000,2022/12/01,74,2,cv91qw,cv91qw,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00006912,Toothbrush 4000,2022/12/02,23,8,co101pg,co101pg,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007375,Toothbrush 2000,2022/12/01,75,4,bs217qr,bs217qr,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007363,Toothbrush 4000,2022/12/02,28,6,bl09ej,bl09ej,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007110,Toothbrush 2000,2022/12/01,96,7,bn176lu,bn176lu,Dispatched,2022/12/01,Delivered,2022/12/03
BRU00007137,Toothbrush 2000,2022/12/01,91,2,fk178jh,fk178jh,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007595,Toothbrush 2000,2022/12/01,81,2,dl179ng,dl179ng,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007409,Toothbrush 2000,2022/12/02,70,1,cw13pb,cw13pb,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007277,Toothbrush 2000,2022/12/01,70,8,cb30hz,cb30hz,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007368,Toothbrush 2000,2022/12/01,95,5,b321lt,b321lt,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007640,Toothbrush 2000,2022/12/02,83,3,en87qy,en87qy,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007360,Toothbrush 4000,2022/12/02,55,3,en14sg,en14sg,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007650,Toothbrush 4000,2022/12/01,18,5,dt63rr,dt63rr,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007658,Toothbrush 4000,2022/12/02,27,1,en29hs,en29hs,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007011,Toothbrush 4000,2022/12/02,40,2,cv227xw,cv227xw,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007105,Toothbrush 2000,2022/12/02,62,6,bh192pt,bh192pt,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007634,Toothbrush 2000,2022/12/02,91,3,DG2 0DZ,DG2   0DZ,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007386,Toothbrush 4000,2022/12/02,14,6,DN33 2NW,DN33   2NW,Dispatched,2022/12/03,In Transit,2022/12/03
BRU00007106,Toothbrush 4000,2022/12/02,33,3,DD4 6DL,DD4   6DL,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007499,Toothbrush 2000,2022/12/02,91,9,CB24 5AP,CB24   5AP,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006930,Toothbrush 4000,2022/12/01,41,4,DY7 5HB,DY7   5HB,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007133,Toothbrush 4000,2022/12/01,25,1,AL3 5RF,AL3   5RF,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007428,Toothbrush 4000,2022/12/02,18,4,BN26 6PR,BN26   6PR,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007274,Toothbrush 4000,2022/12/02,37,8,BL9 7RN,BL9   7RN,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007531,Toothbrush 4000,2022/12/02,17,9,CB25 0EE,CB25   0EE,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006990,Toothbrush 4000,2022/12/01,30,5,BR2 0TQ,BR2   0TQ,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007350,Toothbrush 2000,2022/12/02,95,6,EX8 3NH,EX8   3NH,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00006882,Toothbrush 2000,2022/12/02,75,4,E5 8SU,E5   8SU,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007432,Toothbrush 4000,2022/12/02,24,6,BS40 6DD,BS40   6DD,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007218,Toothbrush 4000,2022/12/02,12,2,AB31 5NH,AB31   5NH,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007622,Toothbrush 2000,2022/12/02,84,6,BB2 7FT,BB2   7FT,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007516,Toothbrush 2000,2022/12/01,75,6,B36 0PB,B36   0PB,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00006984,Toothbrush 4000,2022/12/01,14,6,BB9 9TG,BB9   9TG,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007248,Toothbrush 4000,2022/12/02,31,1,BN11 3PQ,BN11   3PQ,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007352,Toothbrush 2000,2022/12/02,73,2,CV5 6NF,CV5   6NF,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006961,Toothbrush 2000,2022/12/02,86,7,CH8 8QL,CH8   8QL,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007422,Toothbrush 2000,2022/12/02,61,6,CW7 2GZ,CW7   2GZ,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007539,Toothbrush 4000,2022/12/02,14,5,CH65 2EZ,CH65   2EZ,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007506,Toothbrush 4000,2022/12/02,25,6,DE45 1YB,DE45   1YB,Dispatched,2022/12/03,In Transit,2022/12/03
BRU00007523,Toothbrush 2000,2022/12/01,86,3,IG5 0ER,IG5   0ER,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007216,Toothbrush 4000,2022/12/02,15,9,CO10 2TL,CO10   2TL,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007453,Toothbrush 4000,2022/12/02,14,6,GL7 1PG,GL7   1PG,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007054,Toothbrush 4000,2022/12/02,25,4,BL5 1AJ,BL5   1AJ,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007344,Toothbrush 4000,2022/12/01,27,7,AL10 0TZ,AL10   0TZ,Dispatched,2022/12/01,Delivered,2022/12/03
BRU00006955,Toothbrush 2000,2022/12/02,65,2,GL20 5DB,GL20   5DB,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007555,Toothbrush 4000,2022/12/02,32,8,BS15 4ET,BS15   4ET,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00006910,Toothbrush 2000,2022/12/01,70,7,CT14 0EN,CT14   0EN,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007546,Toothbrush 2000,2022/12/02,92,8,HG3 5PU,HG3   5PU,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007434,Toothbrush 2000,2022/12/01,76,8,DL8 3AE,DL8   3AE,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007229,Toothbrush 2000,2022/12/02,61,2,CT9 5DJ,CT9   5DJ,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007259,Toothbrush 2000,2022/12/01,83,5,B96 6JR,B96   6JR,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007630,Toothbrush 2000,2022/12/01,64,2,EH51 9PH,EH51   9PH,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007101,Toothbrush 4000,2022/12/02,20,2,BH18 9EY,BH18   9EY,Dispatched,2022/12/02,Delivered,2022/12/03
