Order Number,Toothbrush Type,Order Date,Customer Age,Order Quantity,Delivery Postcode,Billing Postcode,is_first,Dispatch Status,Dispatched Date,Delivery Status,Delivery Date
BRU00011683,Toothbrush 4000,2022-12-02 06:28:49.001566800,21,8,eh482tl,eh482tl,1,Dispatched,2022-12-02 13:33:13.824745200,Delivered,2022-12-03 14:18:06.872724000
BRU00011395,Toothbrush 2000,2022-12-02 05:53:44.912730800,91,8,co107ru,co107ru,1,Dispatched,2022-12-02 13:03:36.424508000,Delivered,2022-12-03 18:29:56.230727600
BRU00010870,Toothbrush 2000,2022-12-01 17:23:08.427623600,70,4,dy83up,dy83up,1,Order Confirmed,2022-12-01 18:38:19.744083200,,
BRU00010893,Toothbrush 2000,2022-12-01 12:38:58.401865200,67,8,cf819af,cf819af,1,Order Confirmed,2022-12-01 14:06:29.554666800,,
BRU00011037,Toothbrush 2000,2022-12-01 10:39:36.231948800,67,4,hs12ny,hs12ny,1,Dispatched,2022-12-01 18:21:02.617258400,Delivered,2022-12-02 20:00:34.010000000
BRU00011470,Toothbrush 4000,2022-12-01 22:45:27.201028000,39,8,en20nj,en20nj,1,Order Confirmed,2022-12-01 23:30:32.716894000,,
BRU00011196,Toothbrush 2000,2022-12-02 04:08:59.452010000,66,8,hp69sr,hp69sr,1,Order Confirmed,2022-12-02 05:07:46.446090800,,
BRU00011494,Toothbrush 4000,2022-12-02 00:13:06.917484000,21,2,bb30qg,bb30qg,1,Order Received,2022-12-02 00:25:54.790258800,,
BRU00011248,Toothbrush 4000,2022-12-02 02:38:45.069302400,33,8,ba140sq,ba140sq,1,Order Confirmed,2022-12-02 04:21:09.818928000,,
BRU00011682,Toothbrush 4000,2022-12-02 05:45:02.024693600,21,3,dn140pe,dn140pe,1,Order Received,2022-12-02 05:56:39.011841200,,
BRU00010813,Toothbrush 4000,2022-12-02 02:54:36.974212800,26,5,g413uh,g413uh,1,Order Received,2022-12-02 03:05:22.954263600,,
BRU00011710,Toothbrush 2000,2022-12-01 17:42:41.627915600,73,3,g718fj,g718fj,1,Order Confirmed,2022-12-01 18:41:49.372702400,,
BRU00011241,Toothbrush 4000,2022-12-02 11:51:06.450799200,44,7,ha47pw,ha47pw,1,Dispatched,2022-12-02 18:32:33.954103200,Delivered,2022-12-04 00:51:34.402142400
BRU00011538,Toothbrush 4000,2022-12-01 21:37:02.087853600,25,8,en61lg,en61lg,1,Order Confirmed,2022-12-01 22:45:06.200467199,,
BRU00011757,Toothbrush 4000,2022-12-02 03:07:25.806662800,31,3,b67xx,b67xx,1,Order Received,2022-12-02 03:19:36.361096000,,
BRU00011264,Toothbrush 2000,2022-12-01 18:30:56.769398800,76,9,gu112eg,gu112eg,1,Order Received,2022-12-01 18:42:47.008945600,,
BRU00010841,Toothbrush 4000,2022-12-02 15:48:10.493224400,22,9,cf434xx,cf434xx,1,Order Confirmed,2022-12-02 16:49:14.170776800,,
BRU00011634,Toothbrush 2000,2022-12-01 08:08:33.019662800,74,6,dn106nr,dn106nr,1,Order Confirmed,2022-12-01 09:11:56.126561600,,
BRU00011642,Toothbrush 4000,2022-12-02 10:27:43.577485200,24,3,hx63aj,hx63aj,1,Dispatched,2022-12-02 18:07:29.236656000,Delivered,2022-12-03 18:47:19.733521200
BRU00011746,Toothbrush 2000,2022-12-02 01:51:37.503732800,68,6,dt20nl,dt20nl,1,Order Confirmed,2022-12-02 03:04:18.887669600,,
BRU00011025,Toothbrush 4000,2022-12-01 22:24:19.760972400,19,8,g40as,g40as,1,Order Confirmed,2022-12-01 23:36:41.285264400,,
BRU00011472,Toothbrush 2000,2022-12-02 08:58:39.553353600,65,7,bs65el,bs65el,1,Order Received,2022-12-02 09:10:27.205112400,,
BRU00011713,Toothbrush 2000,2022-12-02 03:26:33.276064000,81,6,hu178hg,hu178hg,1,Order Confirmed,2022-12-02 04:36:53.107507600,,
BRU00011429,Toothbrush 2000,2022-12-01 16:28:02.117408800,65,9,cv91pz,cv91pz,1,Order Received,2022-12-01 16:39:48.564269200,,
BRU00011322,Toothbrush 2000,2022-12-02 02:27:40.500253600,70,6,dy51ad,dy51ad,1,Order Confirmed,2022-12-02 03:31:12.157260400,,
BRU00011240,Toothbrush 2000,2022-12-01 17:53:43.360670000,66,4,cb79gj,cb79gj,1,Order Confirmed,2022-12-01 19:14:01.877398400,,
BRU00011755,Toothbrush 4000,2022-12-02 04:45:22.983521600,15,8,b323xb,b323xb,1,Dispatched,2022-12-02 12:00:06.171752000,Delivered,2022-12-03 19:46:55.010192000
BRU00011611,Toothbrush 4000,2022-12-02 19:55:01.497853599,43,9,ca11pp,ca11pp,1,Order Received,2022-12-02 20:07:27.410340399,,
BRU00011052,Toothbrush 2000,2022-12-02 07:33:02.213186800,70,9,ca81ua,ca81ua,1,Dispatched,2022-12-02 13:55:22.531076800,Delivered,2022-12-03 21:12:57.325536400
BRU00011224,Toothbrush 4000,2022-12-01 17:39:34.313756400,32,5,bn86ag,bn86ag,1,Order Received,2022-12-01 17:52:02.906169600,,
BRU00011011,Toothbrush 2000,2022-12-02 03:39:19.104543600,83,1,dy101sh,dy101sh,1,Order Confirmed,2022-12-02 04:58:03.081096000,,
BRU00010977,Toothbrush 2000,2022-12-02 08:01:11.623326800,85,1,dy90lq,dy90lq,1,Order Confirmed,2022-12-02 08:31:02.516921600,,
BRU00011437,Toothbrush 2000,2022-12-02 08:08:33.567662800,67,6,ha35ey,ha35ey,1,Dispatched,2022-12-02 15:27:44.982072400,Delivered,2022-12-03 21:44:01.247590000
BRU00011366,Toothbrush 2000,2022-12-02 12:32:50.017521999,81,5,cw100nj,cw100nj,1,Dispatched,2022-12-02 19:51:48.786387999,Delivered,2022-12-03 23:39:44.230728399
BRU00011613,Toothbrush 4000,2022-12-02 15:59:16.153598000,32,1,b487bs,b487bs,1,Order Received,2022-12-02 16:12:01.513619600,,
BRU00011446,Toothbrush 4000,2022-12-01 20:59:56.382167200,27,8,dy84jx,dy84jx,1,Dispatched,2022-12-02 04:36:02.756003200,Delivered,2022-12-03 01:35:52.666416400
BRU00011079,Toothbrush 4000,2022-12-02 00:49:15.780012800,29,7,eh530re,eh530re,1,Dispatched,2022-12-02 08:08:48.803001200,Delivered,2022-12-03 14:51:46.221550400
BRU00010964,Toothbrush 4000,2022-12-02 10:39:06.244724800,20,1,fk155au,fk155au,1,Dispatched,2022-12-02 17:45:17.514607600,Delivered,2022-12-03 22:10:42.683450800
BRU00011583,Toothbrush 2000,2022-12-01 18:58:40.104980000,67,1,g431dy,g431dy,1,Dispatched,2022-12-02 02:23:35.574172400,Delivered,2022-12-03 09:25:42.734553200
BRU00011108,Toothbrush 2000,2022-12-02 06:30:09.615000000,83,1,dl79hj,dl79hj,1,Order Confirmed,2022-12-02 07:40:00.955197600,,
BRU00011123,Toothbrush 2000,2022-12-02 00:01:51.506852400,72,5,ch75qr,ch75qr,1,Dispatched,2022-12-02 07:32:57.363848399,Delivered,2022-12-03 14:12:04.078391999
BRU00011033,Toothbrush 4000,2022-12-02 20:22:47.295670400,28,1,de561wn,de561wn,1,Dispatched,2022-12-03 03:37:04.547495600,Delivered,2022-12-04 12:30:00.020163200
BRU00011396,Toothbrush 2000,2022-12-02 01:59:14.274748000,108,8,ip215th,ip215th,1,Dispatched,2022-12-02 09:36:43.757136400,Delivered,2022-12-03 16:37:01.966307200
BRU00011653,Toothbrush 2000,2022-12-01 13:58:49.847299200,106,5,ba32xb,ba32xb,1,Dispatched,2022-12-01 19:56:42.456878400,Delivered,2022-12-02 19:59:45.170486400
BRU00011334,Toothbrush 2000,2022-12-01 09:23:36.204837200,76,3,dh88al,dh88al,1,Order Received,2022-12-01 09:34:38.930655200,,
BRU00011436,Toothbrush 4000,2022-12-01 23:55:44.338783200,12,9,bl67dd,bl67dd,1,Order Confirmed,2022-12-02 00:32:12.039512400,,
BRU00011454,Toothbrush 2000,2022-12-01 10:08:43.727116400,69,9,co92pb,co92pb,1,Dispatched,2022-12-01 17:56:20.073114800,Delivered,2022-12-03 04:40:55.855353200
BRU00011242,Toothbrush 2000,2022-12-01 16:21:55.108138400,76,3,bh64hu,bh64hu,1,Order Received,2022-12-01 16:33:49.453697600,,
BRU00011348,Toothbrush 4000,2022-12-02 00:26:37.235312400,28,3,bh233nz,bh233nz,1,Dispatched,2022-12-02 07:24:34.906354800,Delivered,2022-12-03 08:43:26.046208800
BRU00011302,Toothbrush 4000,2022-12-02 14:33:17.682036800,26,1,ba213sq,ba213sq,1,Order Confirmed,2022-12-02 15:39:55.107028400,,
BRU00011572,Toothbrush 2000,2022-12-01 18:12:37.136816400,85,5,dh70nf,dh70nf,1,Dispatched,2022-12-02 01:18:22.645293600,Delivered,2022-12-03 09:11:07.519402800
BRU00011215,Toothbrush 2000,2022-12-02 10:28:11.068025200,63,3,BS24 8PF,BS24   8PF,1,Dispatched,2022-12-02 17:39:54.202784800,Delivered,2022-12-04 04:28:12.605394400
BRU00010858,Toothbrush 4000,2022-12-02 04:43:23.034299200,34,6,DN33 1NL,DN33   1NL,1,Order Received,2022-12-02 04:55:24.807911200,,
BRU00011666,Toothbrush 2000,2022-12-01 23:41:22.383897200,44,3,G72 0SS,G72   0SS,1,Order Confirmed,2022-12-02 01:02:20.276212400,,
BRU00011180,Toothbrush 4000,2022-12-02 00:25:32.703196400,32,7,DN12 1HT,DN12   1HT,1,Dispatched,2022-12-02 07:37:41.597442800,Delivered,2022-12-03 10:03:36.859902800
BRU00011433,Toothbrush 2000,2022-12-01 19:38:25.173098400,74,1,CB23 7PR,CB23   7PR,1,Dispatched,2022-12-02 02:09:29.224914000,Delivered,2022-12-03 04:42:15.686354399
BRU00011460,Toothbrush 2000,2022-12-01 16:10:30.172743200,90,1,BH23 7JX,BH23   7JX,1,Order Confirmed,2022-12-01 17:13:45.647346800,,
BRU00011612,Toothbrush 4000,2022-12-01 18:05:59.416692400,32,9,HP4 3HE,HP4   3HE,1,Dispatched,2022-12-02 00:57:28.830726400,Delivered,2022-12-03 07:18:08.750005600
BRU00011362,Toothbrush 4000,2022-12-02 00:41:28.024120800,22,5,CW11 2GD,CW11   2GD,1,Order Confirmed,2022-12-02 02:00:22.813572000,,
BRU00011006,Toothbrush 4000,2022-12-02 02:02:39.585772800,18,2,EH51 9HT,EH51   9HT,1,Order Received,2022-12-02 02:14:51.827533200,,
BRU00011286,Toothbrush 2000,2022-12-01 20:29:48.313268800,75,5,CW12 4RY,CW12   4RY,1,Order Confirmed,2022-12-01 21:51:10.232131600,,
BRU00011189,Toothbrush 2000,2022-12-01 21:49:29.476810799,66,2,BL6 4PF,BL6   4PF,1,Dispatched,2022-12-02 04:56:39.905659199,Delivered,2022-12-03 09:15:30.834916799
BRU00010929,Toothbrush 4000,2022-12-01 23:12:20.104946000,16,8,DN35 7HP,DN35   7HP,1,Dispatched,2022-12-02 06:38:24.500537600,Delivered,2022-12-03 08:14:15.104001200
BRU00011717,Toothbrush 2000,2022-12-02 11:49:34.559091200,74,9,EN4 8QR,EN4   8QR,1,Order Received,2022-12-02 12:01:31.517469200,,
BRU00011328,Toothbrush 2000,2022-12-01 19:42:19.321998000,74,3,IP12 2ED,IP12   2ED,1,Order Received,2022-12-01 19:54:22.426821600,,
BRU00011038,Toothbrush 2000,2022-12-02 04:12:17.778278400,68,8,CO10 0WF,CO10   0WF,1,Order Confirmed,2022-12-02 05:12:46.014702000,,
BRU00011394,Toothbrush 4000,2022-12-02 05:43:37.159386400,11,6,HA0 1NP,HA0   1NP,1,Dispatched,2022-12-02 12:14:51.212714800,Delivered,2022-12-03 19:36:51.553074400
BRU00011292,Toothbrush 4000,2022-12-01 20:25:09.599747200,47,1,CM9 4SF,CM9   4SF,1,Order Received,2022-12-01 20:36:47.068826800,,
BRU00011220,Toothbrush 4000,2022-12-01 22:11:31.495922800,43,6,B21 0HT,B21   0HT,1,Order Received,2022-12-01 22:23:58.453396000,,
BRU00011471,Toothbrush 4000,2022-12-02 04:24:57.437636000,24,2,B29 7NY,B29   7NY,1,Order Confirmed,2022-12-02 05:34:23.537204000,,
BRU00010909,Toothbrush 4000,2022-12-02 06:21:03.285291200,41,6,CW6 9BB,CW6   9BB,1,Order Confirmed,2022-12-02 07:29:02.796057200,,
BRU00011427,Toothbrush 4000,2022-12-02 13:23:51.677591600,8,7,CM4 9PJ,CM4   9PJ,1,Order Confirmed,2022-12-02 14:40:11.516588000,,
BRU00010878,Toothbrush 4000,2022-12-02 04:36:06.271158400,15,4,HU6 8JD,HU6   8JD,1,Dispatched,2022-12-02 12:51:05.929612000,Delivered,2022-12-03 16:21:30.470124400
BRU00011533,Toothbrush 4000,2022-12-01 21:18:09.732680800,22,5,BR3 3HT,BR3   3HT,1,Order Received,2022-12-01 21:30:20.729622400,,
BRU00011762,Toothbrush 2000,2022-12-01 12:04:16.758890000,78,6,AB15 4DY,AB15   4DY,1,Order Confirmed,2022-12-01 13:07:32.993342000,,
BRU00010913,Toothbrush 4000,2022-12-01 23:30:57.722119600,15,2,AB56 1AX,AB56   1AX,1,Order Confirmed,2022-12-02 00:14:27.955957600,,
BRU00011372,Toothbrush 2000,2022-12-02 06:27:52.301064800,73,9,EX38 8PA,EX38   8PA,1,Order Received,2022-12-02 06:39:56.622414800,,
BRU00011210,Toothbrush 2000,2022-12-01 20:16:04.614611600,61,4,EH53 0PR,EH53   0PR,1,Dispatched,2022-12-02 03:08:38.910542000,Delivered,2022-12-03 08:24:31.795935200
BRU00011410,Toothbrush 2000,2022-12-01 08:24:46.971507600,74,6,CO5 0EA,CO5   0EA,1,Dispatched,2022-12-01 16:23:06.218444400,Delivered,2022-12-02 09:21:46.090886400
BRU00011449,Toothbrush 4000,2022-12-02 08:56:22.514182800,31,5,CH44 2BX,CH44   2BX,1,Order Confirmed,2022-12-02 10:01:19.515345600,,
BRU00011099,Toothbrush 4000,2022-12-02 03:21:02.703659199,28,6,EH30 9PB,EH30   9PB,1,Order Confirmed,2022-12-02 04:20:45.750647199,,
BRU00011163,Toothbrush 2000,2022-12-02 11:41:58.683096800,87,9,DT1 3RD,DT1   3RD,1,Order Confirmed,2022-12-02 12:48:35.591481200,,
BRU00011749,Toothbrush 4000,2022-12-02 20:24:53.444628800,29,5,CH63 0HJ,CH63   0HJ,1,Order Received,2022-12-02 20:37:22.650795200,,
BRU00011411,Toothbrush 4000,2022-12-02 01:11:06.680306400,11,8,B26 1DU,B26   1DU,1,Order Received,2022-12-02 01:22:36.062302800,,
BRU00010816,Toothbrush 4000,2022-12-02 23:19:12.607674000,14,1,CA1 2TS,CA1   2TS,1,Dispatched,2022-12-03 05:56:57.589452000,Delivered,2022-12-04 07:35:18.339649200
BRU00011185,Toothbrush 2000,2022-12-02 04:06:41.500270800,63,9,BN2 3QH,BN2   3QH,1,Order Received,2022-12-02 04:18:27.017251200,,
BRU00011313,Toothbrush 2000,2022-12-01 22:08:50.536480399,58,3,G71 7HZ,G71   7HZ,1,Dispatched,2022-12-02 04:22:24.417010399,Delivered,2022-12-03 05:52:36.047886799
BRU00011468,Toothbrush 2000,2022-12-02 02:06:16.214959600,73,3,BN14 8ED,BN14   8ED,1,Order Received,2022-12-02 02:17:16.345199200,,
BRU00011065,Toothbrush 4000,2022-12-02 00:23:10.819032800,29,8,BS22 9RY,BS22   9RY,1,Order Confirmed,2022-12-02 01:30:02.149071200,,
BRU00011374,Toothbrush 4000,2022-12-02 08:36:04.311468800,26,8,BN25 4HY,BN25   4HY,1,Dispatched,2022-12-02 15:36:37.245089600,Delivered,2022-12-04 02:00:46.498641200
BRU00011474,Toothbrush 4000,2022-12-02 09:36:51.717661200,31,5,CR0 8YS,CR0   8YS,1,Dispatched,2022-12-02 16:33:10.247378400,Delivered,2022-12-04 01:46:11.279442000
BRU00011510,Toothbrush 4000,2022-12-02 15:20:42.428046400,25,6,BA16 0LG,BA16   0LG,1,Dispatched,2022-12-02 21:32:40.740820000,Delivered,2022-12-04 05:18:16.181693200
BRU00011637,Toothbrush 2000,2022-12-01 12:22:32.545739200,68,7,BN22 9HE,BN22   9HE,1,Dispatched,2022-12-01 18:52:59.410141599,Delivered,2022-12-02 23:41:12.197906799
BRU00011675,Toothbrush 2000,2022-12-02 02:36:15.731404800,67,2,BD22 7QT,BD22   7QT,1,Dispatched,2022-12-02 10:19:12.514550400,Delivered,2022-12-03 12:07:23.077238400
BRU00011652,Toothbrush 2000,2022-12-01 20:51:52.174222400,72,9,B70 0TX,B70   0TX,1,Order Confirmed,2022-12-01 22:00:02.009990000,,
BRU00010877,Toothbrush 2000,2022-12-02 05:21:22.502955200,93,4,B26 1QP,B26   1QP,1,Order Received,2022-12-02 05:33:11.184598400,,
BRU00011105,Toothbrush 2000,2022-12-01 19:33:52.813854400,71,5,EN1 2FE,EN1   2FE,1,Order Confirmed,2022-12-01 20:43:07.757807200,,
BRU00011124,Toothbrush 2000,2022-12-01 23:42:37.523632000,78,2,BS35 4BX,BS35   4BX,1,Dispatched,2022-12-02 06:31:48.841784800,Delivered,2022-12-03 10:43:40.042722400
BRU00011235,Toothbrush 4000,2022-12-02 15:36:25.296932000,17,1,EH12 9LU,EH12   9LU,1,Dispatched,2022-12-02 22:44:34.167726799,Delivered,2022-12-04 07:09:51.637102399
BRU00011688,Toothbrush 4000,2022-12-02 08:34:36.919056800,18,2,DE13 0TB,DE13   0TB,1,Dispatched,2022-12-02 15:49:15.152751200,Delivered,2022-12-03 15:18:30.447162800
BRU00011069,Toothbrush 2000,2022-12-01 04:39:58.383642000,81,7,BN3 5PF,BN3   5PF,1,Order Received,2022-12-01 04:51:33.543102000,,
BRU00011301,Toothbrush 2000,2022-12-01 18:39:54.675269200,50,9,B46 3ER,B46   3ER,1,Order Received,2022-12-01 18:51:39.591841600,,
BRU00010941,Toothbrush 2000,2022-12-02 01:22:29.861432000,94,1,CT9 1EY,CT9   1EY,1,Order Confirmed,2022-12-02 02:29:37.398008000,,
BRU00010994,Toothbrush 4000,2022-12-02 07:06:42.525337600,29,2,GU12 6BG,GU12   6BG,1,Dispatched,2022-12-02 14:29:06.019460800,Delivered,2022-12-03 23:48:34.519830400
BRU00011280,Toothbrush 2000,2022-12-01 14:53:57.458994800,82,5,HP13 5DN,HP13   5DN,1,Order Received,2022-12-01 15:05:35.304404000,,
BRU00011384,Toothbrush 4000,2022-12-01 21:33:45.194688800,24,3,AB38 9SD,AB38   9SD,1,Order Received,2022-12-01 21:44:04.893573200,,
BRU00010970,Toothbrush 2000,2022-12-02 09:05:29.094048800,58,1,HA2 7AW,HA2   7AW,1,Order Received,2022-12-02 09:17:35.729576000,,
BRU00011434,Toothbrush 4000,2022-12-02 03:40:38.985829600,33,1,CB24 8UN,CB24   8UN,1,Order Confirmed,2022-12-02 04:39:27.195180400,,
BRU00010915,Toothbrush 2000,2022-12-02 02:50:18.225122000,70,2,CO6 4EL,CO6   4EL,1,Dispatched,2022-12-02 09:31:26.009076800,Delivered,2022-12-03 10:44:40.649414000
BRU00011186,Toothbrush 2000,2022-12-02 01:40:49.390527600,80,1,HP18 9SB,HP18   9SB,1,Order Received,2022-12-02 01:53:08.282982000,,
BRU00011502,Toothbrush 4000,2022-12-02 16:09:11.671088000,17,8,CB22 5SS,CB22   5SS,1,Order Received,2022-12-02 16:20:12.405778400,,
BRU00011529,Toothbrush 2000,2022-12-02 00:02:03.053030800,72,1,FY5 1SE,FY5   1SE,1,Order Received,2022-12-02 00:15:22.566346000,,
BRU00011557,Toothbrush 2000,2022-12-01 09:10:20.008154800,57,5,DY5 2JS,DY5   2JS,1,Order Confirmed,2022-12-01 10:14:13.075416400,,
BRU00011426,Toothbrush 4000,2022-12-02 02:01:19.198349200,13,7,EX12 2LZ,EX12   2LZ,1,Order Received,2022-12-02 02:14:27.879505600,,
BRU00011509,Toothbrush 4000,2022-12-01 22:20:59.367617600,33,5,G75 8HB,G75   8HB,1,Order Received,2022-12-01 22:33:33.846725600,,
BRU00011146,Toothbrush 4000,2022-12-02 11:00:17.156166000,28,1,G42 0PH,G42   0PH,1,Order Received,2022-12-02 11:12:06.348015600,,
BRU00011581,Toothbrush 4000,2022-12-02 11:44:14.825592000,12,1,DH5 9DY,DH5   9DY,1,Order Received,2022-12-02 11:56:48.377822400,,
BRU00011229,Toothbrush 4000,2022-12-02 05:40:42.269687600,17,9,CB23 7WJ,CB23   7WJ,1,Order Confirmed,2022-12-02 06:39:02.247075200,,
BRU00010988,Toothbrush 4000,2022-12-02 01:28:05.693936000,17,6,BS4 1XS,BS4   1XS,1,Dispatched,2022-12-02 07:51:18.157530800,Delivered,2022-12-03 10:29:45.807826400
BRU00011172,Toothbrush 4000,2022-12-01 16:26:00.707928800,31,9,DA15 9AJ,DA15   9AJ,1,Dispatched,2022-12-01 23:44:16.032822800,Delivered,2022-12-02 21:30:39.152463200
BRU00011324,Toothbrush 2000,2022-12-01 23:44:18.867438400,62,4,HP7 9NA,HP7   9NA,1,Order Received,2022-12-01 23:56:42.954322000,,
BRU00011443,Toothbrush 4000,2022-12-01 23:26:29.528256800,18,1,FK15 9PG,FK15   9PG,1,Dispatched,2022-12-02 05:40:36.484730000,Delivered,2022-12-03 06:47:47.895111200
BRU00011739,Toothbrush 4000,2022-12-01 22:32:39.851398000,18,5,IP22 2DB,IP22   2DB,1,Dispatched,2022-12-02 05:29:16.835629600,Delivered,2022-12-03 13:04:25.307137600
BRU00011263,Toothbrush 2000,2022-12-02 00:36:10.754897600,76,8,EX22 6NQ,EX22   6NQ,1,Order Confirmed,2022-12-02 01:46:14.954594000,,
BRU00011417,Toothbrush 2000,2022-12-01 18:37:13.077369600,72,1,DA13 9DJ,DA13   9DJ,1,Order Received,2022-12-01 18:49:01.621492800,,
BRU00010955,Toothbrush 2000,2022-12-01 15:25:12.751318000,75,3,DE73 8LW,DE73   8LW,1,Dispatched,2022-12-01 22:28:00.600994000,Delivered,2022-12-03 02:01:11.400000400
BRU00011559,Toothbrush 4000,2022-12-02 15:38:39.128697200,21,5,G41 2NA,G41   2NA,1,Order Confirmed,2022-12-02 17:07:30.186288800,,
BRU00011140,Toothbrush 4000,2022-12-02 13:31:16.892878000,35,3,BS28 4HW,BS28   4HW,1,Order Confirmed,2022-12-02 14:57:19.601419600,,
BRU00011569,Toothbrush 2000,2022-12-02 07:58:46.546643600,68,9,BD19 3LD,BD19   3LD,1,Order Confirmed,2022-12-02 08:53:34.199469200,,
BRU00010996,Toothbrush 2000,2022-12-01 18:44:06.847337200,73,5,EX16 6LW,EX16   6LW,1,Order Confirmed,2022-12-01 19:42:49.843718800,,
BRU00011135,Toothbrush 4000,2022-12-02 03:58:47.612125600,20,9,DG8 0BX,DG8   0BX,1,Order Received,2022-12-02 04:11:05.324550400,,
BRU00011303,Toothbrush 4000,2022-12-01 23:48:27.142939999,32,8,BL1 2QE,BL1   2QE,1,Dispatched,2022-12-02 07:10:48.321517999,Delivered,2022-12-03 11:52:14.990745199
BRU00011262,Toothbrush 4000,2022-12-02 15:05:30.916508400,28,7,FY7 6JH,FY7   6JH,1,Order Received,2022-12-02 15:16:41.013394800,,
BRU00010943,Toothbrush 4000,2022-12-01 15:34:32.388040400,9,4,AL3 7HT,AL3   7HT,1,Order Received,2022-12-01 15:45:44.222812400,,
BRU00011664,Toothbrush 4000,2022-12-02 07:18:15.238156800,21,8,CR4 4DZ,CR4   4DZ,1,Order Received,2022-12-02 07:30:42.886372800,,
BRU00011125,Toothbrush 4000,2022-12-01 13:52:59.966285600,34,2,HS2 9NG,HS2   9NG,1,Order Received,2022-12-01 14:04:24.226706000,,
BRU00011357,Toothbrush 2000,2022-12-02 02:56:49.495842800,77,4,CT11 0AY,CT11   0AY,1,Order Confirmed,2022-12-02 03:56:00.170842400,,
BRU00011414,Toothbrush 4000,2022-12-01 19:25:18.221630800,28,5,CO6 4RE,CO6   4RE,1,Order Confirmed,2022-12-01 20:35:36.196590400,,
BRU00011655,Toothbrush 4000,2022-12-02 06:12:11.014713600,20,2,CM3 1QA,CM3   1QA,1,Dispatched,2022-12-02 13:26:58.876251600,Delivered,2022-12-03 15:54:03.834456000
BRU00011315,Toothbrush 4000,2022-12-02 13:48:58.185960000,27,7,G14 9DU,G14   9DU,1,Order Received,2022-12-02 14:01:11.807391600,,
BRU00011369,Toothbrush 4000,2022-12-02 04:42:49.709404800,32,4,B77 1LB,B77   1LB,1,Dispatched,2022-12-02 11:53:51.815065200,Delivered,2022-12-03 16:32:05.864557200
BRU00011568,Toothbrush 2000,2022-12-02 00:11:42.945543200,81,4,GL7 9SD,GL7   9SD,1,Dispatched,2022-12-02 07:10:02.267219600,Delivered,2022-12-02 23:40:04.082955200
BRU00011021,Toothbrush 4000,2022-12-02 12:20:54.511505600,24,2,CH62 4SJ,CH62   4SJ,1,Dispatched,2022-12-02 19:21:13.859540000,Delivered,2022-12-04 00:29:25.959542000
BRU00011379,Toothbrush 2000,2022-12-01 16:48:30.122960800,67,9,AB11 6XL,AB11   6XL,1,Order Received,2022-12-01 17:00:41.494050400,,
BRU00011208,Toothbrush 4000,2022-12-01 18:19:49.634352400,43,9,B92 7DZ,B92   7DZ,1,Dispatched,2022-12-02 01:17:57.910307200,Delivered,2022-12-03 00:17:27.336756400
BRU00010852,Toothbrush 4000,2022-12-02 11:22:42.064124400,29,1,HX1 5SX,HX1   5SX,1,Dispatched,2022-12-02 18:21:09.889501200,Delivered,2022-12-03 19:16:53.256218400
BRU00011360,Toothbrush 2000,2022-12-02 06:35:04.456178400,70,7,BL9 8PA,BL9   8PA,1,Order Received,2022-12-02 06:46:18.819788400,,
BRU00011173,Toothbrush 2000,2022-12-02 07:08:25.494766800,69,3,B47 6JX,B47   6JX,1,Order Received,2022-12-02 07:20:02.357286000,,
BRU00011582,Toothbrush 4000,2022-12-01 20:04:14.089344400,35,6,CV6 4LP,CV6   4LP,1,Order Confirmed,2022-12-01 21:17:31.963511200,,
BRU00010887,Toothbrush 2000,2022-12-01 13:00:22.337670800,79,7,CA11 7QY,CA11   7QY,1,Dispatched,2022-12-01 19:56:22.888142000,Delivered,2022-12-03 03:32:19.549473199
BRU00011019,Toothbrush 2000,2022-12-02 00:35:38.616218000,84,1,DL17 9DX,DL17   9DX,1,Dispatched,2022-12-02 07:19:45.850679600,Delivered,2022-12-03 11:46:46.790747600
BRU00010846,Toothbrush 2000,2022-12-01 18:45:35.459221200,99,7,CF64 3DQ,CF64   3DQ,1,Order Confirmed,2022-12-01 19:51:40.638105600,,
BRU00011126,Toothbrush 4000,2022-12-02 13:56:11.322595200,24,3,B4 6RL,B4   6RL,1,Order Confirmed,2022-12-02 15:05:25.555962000,,
